frame_id,yaw_degrees,distance,label_id,label_name,label_yaw_corrected,label_id_corrected,label_name_corrected
000000.png,0.0,0.0,0,FRONT,0.0,0,FRONT
000001.png,0.08308952269460422,0.9999999911014822,0,FRONT,0.08308952269460422,0,FRONT
000002.png,0.052606688024449774,0.9999999793124554,0,FRONT,0.052606688024449774,0,FRONT
000003.png,0.0449615648060094,1.000000034748326,0,FRONT,0.0449615648060094,0,FRONT
000004.png,0.0585582927045963,1.000000004459494,0,FRONT,0.0585582927045963,0,FRONT
000005.png,0.07824872806102025,1.0000000021955493,0,FRONT,0.07824872806102025,0,FRONT
000006.png,0.09530192881894778,0.9999999737200576,0,FRONT,0.09530192881894778,0,FRONT
000007.png,0.1128548038574733,0.9999999811958019,0,FRONT,0.1128548038574733,0,FRONT
000008.png,0.1220680692000887,0.999999992203095,0,FRONT,0.1220680692000887,0,FRONT
000009.png,0.11168187886334019,1.000000013001511,0,FRONT,0.11168187886334019,0,FRONT
000010.png,0.12477168752567795,0.9999999264877929,0,FRONT,0.12477168752567795,0,FRONT
000011.png,0.16937230078192836,0.999999988059393,0,FRONT,0.16937230078192836,0,FRONT
000012.png,0.15695374123188452,1.0000000428797235,0,FRONT,0.15695374123188452,0,FRONT
000013.png,0.16380288288714195,0.9999999757533591,0,FRONT,0.16380288288714195,0,FRONT
000014.png,0.15581646077185415,0.9999999775097207,0,FRONT,0.15581646077185415,0,FRONT
000015.png,0.1550630158195225,0.9999999947356176,0,FRONT,0.1550630158195225,0,FRONT
000016.png,0.16721039605419816,1.000000004113366,0,FRONT,0.16721039605419816,0,FRONT
000017.png,0.20006821314188483,1.0000000022516073,0,FRONT,0.20006821314188483,0,FRONT
000018.png,0.19930184380932994,1.0000000426184044,0,FRONT,0.19930184380932994,0,FRONT
000019.png,0.18350341706780687,0.9999999763428318,0,FRONT,0.18350341706780687,0,FRONT
000020.png,0.21094805616851098,1.0000000013581012,0,FRONT,0.21094805616851098,0,FRONT
000021.png,0.22188133027419438,0.9999999798832333,0,FRONT,0.22188133027419438,0,FRONT
000022.png,0.22329264496088552,0.9999999631612693,0,FRONT,0.22329264496088552,0,FRONT
000023.png,0.4336644126713374,0.9999999206485711,0,FRONT,0.4336644126713374,0,FRONT
000024.png,0.7097080394670114,0.9999999943287627,0,FRONT,0.7097080394670114,0,FRONT
000025.png,0.6929447236185295,1.00000002460973,0,FRONT,0.6929447236185295,0,FRONT
000026.png,0.6939411262123357,1.0000000070385406,0,FRONT,0.6939411262123357,0,FRONT
000027.png,0.690848803521653,1.0000000103754436,0,FRONT,0.690848803521653,0,FRONT
000028.png,0.719377205681944,0.9999999938642825,0,FRONT,0.719377205681944,0,FRONT
000029.png,0.8598079914248447,0.9999999335962061,0,FRONT,0.8598079914248447,0,FRONT
000030.png,0.9273162899399102,1.000000000766042,0,FRONT,0.9273162899399102,0,FRONT
000031.png,0.7869529895830265,1.0000000253451766,0,FRONT,0.7869529895830265,0,FRONT
000032.png,0.5749705827638653,0.9999999577152195,0,FRONT,0.5749705827638653,0,FRONT
000033.png,0.676716074334436,0.9999999780205504,0,FRONT,0.676716074334436,0,FRONT
000034.png,0.7659202857275436,0.9999999262850827,0,FRONT,0.7659202857275436,0,FRONT
000035.png,0.869772161875633,1.0000000035101984,0,FRONT,0.869772161875633,0,FRONT
000036.png,1.9867344585237878,0.9999999617809078,2,RIGHT,1.9867344585237878,2,RIGHT
000037.png,1.9279197893716518,0.9999999470936094,2,RIGHT,1.9279197893716518,2,RIGHT
000038.png,1.9733637860688806,0.9999999824871647,2,RIGHT,1.9733637860688806,2,RIGHT
000039.png,4.161201895017084,0.9999998418477805,2,RIGHT,4.161201895017084,2,RIGHT
