frame_id,yaw_degrees,distance,label_id,label_name,label_yaw_corrected,label_id_corrected,label_name_corrected
000000.png,0.0,0.0,0,FRONT,0.0,0,FRONT
000001.png,-0.288065470613697,1.000000023556247,0,FRONT,-0.288065470613697,0,FRONT
000002.png,-0.2292357522245097,0.999999999405578,0,FRONT,-0.2292357522245097,0,FRONT
000003.png,-0.16839032491807257,0.9999999976337032,0,FRONT,-0.16839032491807257,0,FRONT
000004.png,-0.13554337559694368,0.9999999865120416,0,FRONT,-0.13554337559694368,0,FRONT
000005.png,-0.12631426505354906,1.0000000082742355,0,FRONT,-0.12631426505354906,0,FRONT
000006.png,-0.11652782835341764,1.0000000044900215,0,FRONT,-0.11652782835341764,0,FRONT
000007.png,-0.09923597698815832,0.9999999914209764,0,FRONT,-0.09923597698815832,0,FRONT
000008.png,-0.08625219520120164,0.9999999885215881,0,FRONT,-0.08625219520120164,0,FRONT
000009.png,-0.05024401137448545,1.0000000092805248,0,FRONT,-0.05024401137448545,0,FRONT
000010.png,-0.026822688173049773,0.9999999952009224,0,FRONT,-0.026822688173049773,0,FRONT
000011.png,-0.009182970153584396,0.999999987473863,0,FRONT,-0.009182970153584396,0,FRONT
000012.png,0.023401929320813523,1.000000000160072,0,FRONT,0.023401929320813523,0,FRONT
000013.png,0.03523325766761145,0.9999999997182529,0,FRONT,0.03523325766761145,0,FRONT
000014.png,0.04312738676278421,0.9999999917303822,0,FRONT,0.04312738676278421,0,FRONT
000015.png,0.06483675700758097,1.0000000179155573,0,FRONT,0.06483675700758097,0,FRONT
000016.png,0.3813691611288142,1.0000000017275004,0,FRONT,0.3813691611288142,0,FRONT
000017.png,0.4151143096527623,1.0000000010852008,0,FRONT,0.4151143096527623,0,FRONT
000018.png,0.4335434255422229,0.9999999891432524,0,FRONT,0.4335434255422229,0,FRONT
000019.png,0.4600358676552167,1.0000000006655267,0,FRONT,0.4600358676552167,0,FRONT
000020.png,0.9300584208121051,0.9999999933704062,0,FRONT,0.9300584208121051,0,FRONT
000021.png,0.9699203058409597,0.9999999946213541,0,FRONT,0.9699203058409597,0,FRONT
000022.png,1.00379943039122,0.9999999978420483,0,FRONT,1.00379943039122,0,FRONT
000023.png,1.0124718181714645,0.9999999960302547,0,FRONT,1.0124718181714645,0,FRONT
000024.png,0.7356223355226029,0.9999999968732897,0,FRONT,0.7356223355226029,0,FRONT
000025.png,0.7344911128091353,1.0000000002918448,0,FRONT,0.7344911128091353,0,FRONT
000026.png,0.7473565008511528,1.0000000064815817,0,FRONT,0.7473565008511528,0,FRONT
000027.png,0.7502620101400167,0.9999999930330343,0,FRONT,0.7502620101400167,0,FRONT
000028.png,0.9595471415672117,0.9999999668932485,0,FRONT,0.9595471415672117,0,FRONT
000029.png,0.9836854409416268,1.0000000000237383,0,FRONT,0.9836854409416268,0,FRONT
000030.png,1.0266702316738954,1.0000000105157665,0,FRONT,1.0266702316738954,0,FRONT
000031.png,1.0686453586272386,1.0000000066330483,0,FRONT,1.0686453586272386,0,FRONT
000032.png,1.1497989596408889,1.0000000028877047,0,FRONT,1.1497989596408889,0,FRONT
000033.png,1.219422909258984,0.9999999947180763,0,FRONT,1.219422909258984,0,FRONT
000034.png,1.2805988605103187,1.0000000016163888,0,FRONT,1.2805988605103187,0,FRONT
000035.png,1.967921919847202,0.9999999821455149,2,RIGHT,1.967921919847202,0,FRONT
000036.png,1.3871367520943207,0.9999999903339464,0,FRONT,1.3871367520943207,0,FRONT
000037.png,1.4327297192177884,0.9999999980134473,0,FRONT,1.4327297192177884,0,FRONT
000038.png,3.3623416177432266,0.9999999051433216,2,RIGHT,3.3623416177432266,2,RIGHT
000039.png,4.9850554961370435,0.999999951038569,2,RIGHT,4.9850554961370435,2,RIGHT
000040.png,4.96408729900205,0.9999999990746837,2,RIGHT,4.96408729900205,2,RIGHT
000041.png,5.835533919532599,0.9999999287951246,2,RIGHT,5.835533919532599,2,RIGHT
000042.png,5.855948057916754,1.0000000036246945,2,RIGHT,5.855948057916754,2,RIGHT
000043.png,5.2455676774364735,0.9999999962276996,2,RIGHT,5.2455676774364735,2,RIGHT
000044.png,5.2309959219394795,1.0000000004642677,2,RIGHT,5.2309959219394795,2,RIGHT
000045.png,6.091774169313416,0.9999999998783525,2,RIGHT,6.091774169313416,2,RIGHT
000046.png,4.19542126696252,0.9999999968600025,2,RIGHT,4.19542126696252,2,RIGHT
000047.png,2.601253119663064,1.0000000010929606,2,RIGHT,2.601253119663064,2,RIGHT
000048.png,2.610508004474271,1.0000000000459912,2,RIGHT,2.610508004474271,2,RIGHT
000049.png,1.7300624725626326,1.0000000077149023,2,RIGHT,1.7300624725626326,2,RIGHT
000050.png,2.5481505412247873,0.9999999656738606,2,RIGHT,2.5481505412247873,2,RIGHT
000051.png,3.0112386151013886,0.9999999867192875,2,RIGHT,3.0112386151013886,2,RIGHT
000052.png,2.9807887235105617,0.9999999886805845,2,RIGHT,2.9807887235105617,2,RIGHT
000053.png,2.652120612065905,0.9999999825958491,2,RIGHT,2.652120612065905,2,RIGHT
000054.png,2.590481727408308,1.0000000081463358,2,RIGHT,2.590481727408308,2,RIGHT
000055.png,2.5578941626607254,1.0000000152941608,2,RIGHT,2.5578941626607254,2,RIGHT
000056.png,2.4820794059784532,1.0000000080052018,2,RIGHT,2.4820794059784532,2,RIGHT
000057.png,2.3946077516076536,1.0000000020515647,2,RIGHT,2.3946077516076536,2,RIGHT
000058.png,1.8895469658185442,1.0000000050121147,2,RIGHT,1.8895469658185442,2,RIGHT
000059.png,1.3494573132452006,1.0000000184964748,0,FRONT,1.3494573132452006,0,FRONT
000060.png,1.2855862206702027,1.000000008993525,0,FRONT,1.2855862206702027,0,FRONT
000061.png,0.6447924851517607,0.9999999941913528,0,FRONT,0.6447924851517607,0,FRONT
000062.png,0.5919780447791461,1.000000005504639,0,FRONT,0.5919780447791461,0,FRONT
000063.png,0.5144619831063331,1.0000000008721703,0,FRONT,0.5144619831063331,0,FRONT
000064.png,0.4783013296775239,0.999999997409646,0,FRONT,0.4783013296775239,0,FRONT
000065.png,0.47253402000135053,1.000000016317121,0,FRONT,0.47253402000135053,0,FRONT
000066.png,0.04200593923990635,0.9999999943965694,0,FRONT,0.04200593923990635,0,FRONT
000067.png,0.018028561698963535,0.9999999879408897,0,FRONT,0.018028561698963535,0,FRONT
000068.png,-0.010713062154088548,1.0000000080852685,0,FRONT,-0.010713062154088548,0,FRONT
000069.png,0.012926432161010755,0.9999999921886348,0,FRONT,0.012926432161010755,0,FRONT
000070.png,0.018006703554421525,1.0000000151783277,0,FRONT,0.018006703554421525,0,FRONT
000071.png,0.03870287935003584,0.9999999900673038,0,FRONT,0.03870287935003584,0,FRONT
